Sr.No,TradeType(l/s),positional,costPercent,startTime,cutOffTime,endTime,candlePeriod,ATRFrom%,ATRTo%,VixFrom%,VixTo%,Period,noOfSD,MinBandRange(as % of SMA),MaxBandRange(as % of SMA),LookbackDuration,MinBandChange,MaxBandChange,MinBreakout,MaxBreakout,Exit at SMA,TargetBN%,TriggerBN%,FallbackBN%,TradeSLBN%,DaySLBN%,MaxOverlap,TradeGap,TradingDays,TotalTrades,TradeMaxProfit,TradeMaxLoss,DayMaxProfit,DayMaxLoss,TradeAverageProfit,TradeAverageLoss,TradeWinPercent,TradeWinPercent(Cost),TradeExpectancy,TradeExpectancy(Cost),Profit,Profit %,DayAverageProfit,DayAverageLoss,DayWinPercent,DayExpectancy,ProfitCost,ProfitCost %,DayWinPercent(Cost),DayAverageProfit(Cost),DayAverageLoss(Cost),DayExpectancy(Cost),HoldingPeriodAvg,Calmar
1259,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5,155,313,847.9492,-384.69922,2540.6094,-911.25,176.0819,-138.21579,65.49521,58.466454,2.418172,1.6378031,21169.484,69.88888,405.73172,-216.9389,56.774193,2.456458,11844.42,38.553978,48.387096,398.51685,-225.55429,1.6564062,139.47923,5.4707665
1264,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5,69,99,1552.5508,-414.94922,4019.8516,-1161.4512,266.72,-135.48178,55.555557,53.535355,2.4608476,1.814272,8708.401,33.05511,416.9057,-173.03818,50.724636,2.48019,5931.6836,23.138685,47.826088,400.21573,-202.09543,1.815303,107.68687,5.3046722
1260,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5,131,246,847.9492,-531.75,2479.246,-690.85156,179.32039,-143.31145,59.34959,50.813007,1.8268445,1.2612307,11849.633,39.29492,365.45825,-225.12206,53.435116,1.8628932,4600.1094,14.675447,46.564884,351.01608,-240.16959,1.2736226,139.80894,2.0416734
1261,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5,130,245,847.9492,-531.75,2479.246,-690.85156,179.32039,-141.2247,59.591835,51.02041,1.8725638,1.2895617,12199.531,40.23693,365.45825,-223.04245,53.846157,1.9116004,4986.9766,15.716976,46.923077,351.01608,-238.04353,1.303621,139.92245,2.5570931
1262,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5,122,211,847.9492,-384.69922,1874.207,-714.64844,191.31937,-149.16881,65.87678,61.137436,2.4760718,1.7187992,15853.238,52.483128,364.00125,-218.7521,59.836067,2.479005,9454.837,31.356848,54.098362,341.10526,-233.18054,1.7240586,138.58293,5.7969284
1263,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5,94,163,817.5,-531.75,1684.9531,-690.85156,192.70953,-148.78528,58.282207,49.693253,1.8094971,1.2871022,8190.006,27.329613,342.30295,-228.80354,55.31915,1.8522601,3528.294,11.0161,46.80851,344.65338,-232.7291,1.3032104,145.33128,1.2693844
1265,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5,26,32,1552.5508,-221.80078,4019.8516,-221.80078,359.16498,-99.375,62.5,59.375,6.023731,4.2029514,5990.8,21.876902,478.88666,-108.40909,57.692307,6.023731,5055.2275,18.666004,53.846157,473.82358,-131.52522,4.202953,111.375,10.739115
1266,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5,13,16,1506.75,-113.55078,3933.25,-113.55078,469.7114,-68.967445,81.25,75.0,29.512707,18.493267,5899.3457,20.931627,610.6248,-68.967445,76.92308,29.512712,5429.9854,19.321167,69.230774,637.82104,-77.601074,18.49327,124.125,37.532024
1267,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5,12,14,1506.75,-113.55078,3933.25,-113.55078,484.63174,-68.967445,78.57143,71.42857,25.765532,16.182585,5124.047,18.440815,592.3277,-68.967445,75.0,25.765533,4712.7393,17.031599,66.66667,627.89294,-77.601074,16.182589,124.85714,33.08446
1268,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5,7,9,1441.8516,-100.19922,2442.1016,-100.19922,594.75696,-64.47461,77.77778,77.77778,32.286346,19.722626,4034.3496,14.102549,832.6598,-64.47461,71.42857,32.28635,3752.3135,13.195511,71.42857,790.5459,-100.20801,19.722624,128.77777,37.01993
1269,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5,7,8,1441.8516,-100.19922,2442.1016,-100.19922,583.0085,-64.47461,75.0,75.0,27.127354,16.566395,3369.1016,12.046562,699.61017,-64.47461,71.42857,27.127354,3119.755,11.240554,71.42857,664.0342,-100.20801,16.566397,129.25,31.53531
1270,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5,6,6,1331.3008,-181.44922,1331.3008,-181.44922,489.688,-104.34961,66.66667,50.0,9.385528,7.246738,1750.0527,6.2646,489.688,-104.34961,66.66667,9.385528,1580.4004,5.661479,50.0,611.13214,-84.33203,7.246738,58.833332,7.740449
1271,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5,6,6,1331.3008,-181.44922,1331.3008,-181.44922,489.688,-104.34961,66.66667,50.0,9.385528,7.246738,1750.0527,6.2646,489.688,-104.34961,66.66667,9.385528,1580.4004,5.661479,50.0,611.13214,-84.33203,7.246738,58.833332,7.740449
1272,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5,7,7,1279.4512,-181.44922,1279.4512,-181.44922,463.61255,-101.96615,57.14286,42.857143,6.0623074,4.409055,1548.5518,6.0366774,463.61255,-101.96615,57.14286,6.0623074,1362.9961,5.3336563,42.857143,587.6042,-99.9541,4.409055,73.28571,5.286261
1273,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5,3,3,1279.4512,269.3496,1279.4512,0.0,613.6165,NaN,100.0,100.0,NaN,NaN,1840.8496,6.9662514,613.6165,NaN,100.0,NaN,1762.8125,6.662767,100.0,587.6042,NaN,NaN,117.0,Infinity
1274,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,204,461,836.10156,-592.39844,2540.6094,-1154.9492,187.99504,-149.93103,59.436012,52.7115,1.8372315,1.2933365,23473.535,79.01526,470.6372,-269.5307,51.960785,1.8886777,9986.761,32.875713,43.137257,478.4307,-276.85464,1.3109674,139.85033,2.2223861
1275,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,202,459,836.10156,-592.39844,2540.6094,-1154.9492,186.4974,-148.76561,59.477127,52.723312,1.8400092,1.2919643,23243.387,77.892426,469.43515,-268.52896,51.980198,1.8923525,9822.183,31.953457,43.069305,477.39822,-275.75183,1.3097361,139.79738,2.3312323
1276,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,202,459,836.10156,-592.39844,2540.6094,-1154.9492,186.4974,-148.76561,59.477127,52.723312,1.8400092,1.2919643,23243.387,77.892426,469.43515,-268.52896,51.980198,1.8923525,9822.183,31.953457,43.069305,477.39822,-275.75183,1.3097361,139.79738,2.3312323
1277,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,200,456,836.10156,-592.39844,2540.6094,-1154.9492,186.74701,-146.69543,59.429825,52.63158,1.8648101,1.3064252,23469.785,78.14047,471.0129,-265.78708,52.0,1.9198225,10134.665,32.50137,43.0,479.9797,-273.1894,1.3254173,139.875,2.6758943
1278,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,157,345,833.39844,-473.75,2540.6094,-1095.1484,181.69905,-134.7729,63.188404,56.521736,2.3142104,1.577202,22494.236,72.53192,450.35623,-238.38223,55.414017,2.3480296,12272.183,37.995594,47.13376,446.12332,-249.89085,1.591689,140.67537,3.3684757
1279,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,134,282,833.39844,-531.75,2467.8945,-924.0508,184.17398,-143.40729,58.86525,51.77305,1.8378377,1.2785306,13937.635,46.451622,409.51898,-261.5943,54.477615,1.8734359,5666.6494,18.228521,46.268658,405.31137,-270.31467,1.291155,140.51064,1.8288348
1280,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,132,280,833.39844,-531.75,2467.8945,-924.0508,181.67291,-141.61172,58.928574,51.785713,1.840675,1.2748407,13690.684,45.284008,406.91718,-260.12256,54.545456,1.8771945,5485.259,17.26149,46.21212,402.6401,-268.6731,1.2875506,140.43214,1.9338957
1281,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,129,233,833.39844,-446.5,1874.207,-870.6953,194.87164,-147.97177,64.377686,60.08584,2.3800333,1.661849,16949.088,55.664593,379.21616,-235.58762,59.689922,2.3835363,9921.061,32.336662,53.488373,359.64368,-248.23924,1.6660953,139.00859,4.4505854
1282,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,97,187,817.5,-531.75,1675.3535,-842.8496,192.75694,-146.95316,57.75401,50.26738,1.7931961,1.2783723,9208.451,30.797506,367.83282,-262.437,56.701027,1.8354337,3915.541,12.082219,45.360825,391.94485,-251.51006,1.2937382,143.9786,1.2641712
1283,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,70,108,1552.5508,-420.70312,4019.8516,-1161.4512,251.62665,-136.37608,57.40741,51.851852,2.4868658,1.8183866,9327.553,36.09188,431.49738,-182.53978,51.428574,2.5029042,6301.0557,25.273949,47.142857,423.93115,-207.80194,1.8195248,107.51852,5.7941933
1284,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,26,32,1552.5508,-221.80078,4019.8516,-221.80078,359.07758,-102.55843,62.5,59.375,5.8353333,4.110674,5950.8506,21.774817,478.7701,-111.88193,57.692307,5.835333,5015.251,18.563944,53.846157,473.39447,-134.35596,4.110675,111.71875,10.277863
1285,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,13,16,1496.75,-105.75,3964.0508,-105.75,471.0308,-66.36719,81.25,75.0,30.75516,19.026943,5924.299,21.036163,612.34,-66.36719,76.92308,30.755167,5454.9463,19.42564,69.230774,639.7273,-75.6499,19.026947,124.75,39.93706
1286,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,12,14,1496.75,-105.75,3964.0508,-105.75,488.35013,-66.36719,78.57143,71.42857,26.980455,16.735203,5172.75,18.614141,596.8724,-66.36719,75.0,26.98046,4761.466,17.204836,66.66667,633.0082,-75.6499,16.735205,125.5,35.371323
1287,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,7,9,1441.8516,-100.19922,2442.1016,-100.19922,592.8072,-64.47461,77.77778,77.77778,32.1805,19.654465,4020.7012,14.061259,829.93005,-64.47461,71.42857,32.180504,3738.6533,13.154226,71.42857,787.81384,-100.20801,19.654465,129.22223,36.90411
1288,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,7,8,1441.8516,-100.19922,2442.1016,-100.19922,584.6921,-64.47461,75.0,75.0,27.20569,16.616817,3379.2031,12.074061,701.6305,-64.47461,71.42857,27.205692,3129.8604,11.268036,71.42857,666.0553,-100.20801,16.61682,129.625,31.612411
1289,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,8,8,1331.3008,-181.44922,1331.3008,-181.44922,438.01035,-95.73307,62.5,50.0,7.6255493,5.570884,1902.8525,7.5606804,438.01035,-95.73307,62.5,7.6255493,1681.4248,6.7569175,50.0,512.32007,-91.96387,5.570884,68.25,9.238147
1290,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,8,8,1331.3008,-181.44922,1331.3008,-181.44922,438.01035,-95.73307,62.5,50.0,7.6255493,5.570884,1902.8525,7.5606804,438.01035,-95.73307,62.5,7.6255493,1681.4248,6.7569175,50.0,512.32007,-91.96387,5.570884,68.25,9.238147
1291,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,8,8,1279.4512,-181.44922,1279.4512,-181.44922,380.3502,-101.96615,62.5,50.0,6.2169356,4.436206,1595.8525,6.166546,380.3502,-101.96615,62.5,6.2169356,1373.8516,5.363461,50.0,443.417,-99.9541,4.436206,73.5,5.315801
1292,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,4,4,1279.4512,47.30078,1279.4512,0.0,472.0376,NaN,100.0,100.0,NaN,NaN,1888.1504,7.09612,472.0376,NaN,100.0,NaN,1773.668,6.6925716,100.0,443.417,NaN,NaN,106.5,Infinity
1293,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,204,494,830.0469,-592.39844,2540.6094,-1522.2969,188.52829,-150.88588,58.299595,51.619434,1.7468404,1.2319189,23213.656,78.607,510.62958,-290.9029,50.490196,1.7900856,8747.35,29.167692,43.137257,505.0966,-307.76855,1.245016,140.3421,1.6064842
1294,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,202,492,830.0469,-592.39844,2540.6094,-1522.2969,187.00244,-149.75436,58.333332,51.626015,1.7482189,1.2297559,22970.055,77.420235,509.4941,-289.98343,50.495052,1.7921163,8569.3125,28.18153,43.069305,504.0302,-306.79407,1.2428851,140.28862,1.655114
1296,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,201,488,830.0469,-592.39844,2540.6094,-1522.2969,185.83449,-147.88184,58.196724,51.43443,1.7494426,1.2267178,22609.102,75.861435,505.69995,-284.66592,50.248753,1.7942326,8327.244,27.023508,42.78607,500.47314,-301.85608,1.2398852,140.40779,1.5736798
1297,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,159,365,830.0469,-473.75,2540.6094,-1522.2969,182.49648,-136.17746,62.46575,55.89041,2.2303011,1.5257069,22952.885,74.4323,473.27866,-253.0883,54.71698,2.2596002,12155.904,37.895027,47.16981,463.44437,-269.07645,1.5378143,141.38356,2.9880164
1298,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,134,304,830.0469,-531.75,2439.8438,-1246.8984,188.95076,-144.92944,58.223682,51.973682,1.8170277,1.2713484,15038.249,50.81047,467.39984,-276.2459,52.238804,1.8505923,6092.1543,20.385193,47.014923,437.94354,-302.79282,1.2833784,142.36513,1.8253636
1299,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,132,302,830.0469,-531.75,2439.8438,-1246.8984,186.465,-143.3027,58.278145,51.986755,1.8175445,1.266543,14761.698,49.53591,465.09476,-275.0768,52.272724,1.851808,5881.1484,19.311272,46.969696,435.36404,-301.59174,1.2785766,142.29802,1.9070573
1295,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,202,492,830.0469,-592.39844,2540.6094,-1522.2969,187.00244,-149.75436,58.333332,51.626015,1.7482189,1.2297559,22970.055,77.420235,509.4941,-289.98343,50.495052,1.7921163,8569.3125,28.18153,43.069305,504.0302,-306.79407,1.2428851,140.28862,1.655114
1300,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,136,244,830.0469,-454.5,1874.207,-802.84375,193.03917,-145.68803,64.34426,59.42623,2.391123,1.6611049,17632.293,57.955425,373.77838,-229.88649,59.558823,2.394545,10277.74,33.526333,52.205883,362.37308,-237.7038,1.6651938,139.13115,4.5354676
1301,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,97,200,817.5,-531.75,1665.0527,-979.59766,200.27995,-142.52655,56.0,50.0,1.7884511,1.2757993,9889.018,33.222786,419.16263,-264.60974,53.608246,1.8304907,4200.0615,13.206294,47.42268,403.89255,-281.94107,1.2920971,145.53,1.3457608
1302,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,71,112,1552.5508,-420.70312,4019.3516,-1161.4512,248.12308,-138.36028,56.25,50.0,2.3056862,1.6840463,8852.101,34.30107,420.6556,-197.41638,52.112675,2.3188162,5692.509,23.084013,45.070423,437.43753,-212.96133,1.685391,107.02679,5.2921386
1303,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,27,36,1552.5508,-404.3496,4019.3516,-404.3496,343.95004,-115.65,58.333332,55.555557,4.163684,3.0066457,5488.201,20.144838,481.5301,-144.5625,55.555557,4.163685,4440.0244,16.534771,51.851852,475.19174,-170.20462,3.0066457,108.44444,4.70106
1304,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,14,19,1496.75,-404.3496,3963.5508,-404.3496,470.99234,-114.75879,68.42105,63.15789,8.89242,6.480365,5434.3477,19.187544,612.29004,-172.13818,71.42857,8.892422,4868.663,17.277935,64.28571,639.67175,-177.67656,6.480366,115.8421,9.822181
1305,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,13,16,1496.75,-404.3496,3963.5508,-404.3496,488.3047,-131.11055,68.75,62.5,8.193623,6.1531982,4715.799,16.8671,596.81683,-163.88818,69.230774,8.1936245,4240.6494,15.258666,61.538464,632.9457,-164.5832,6.1531987,117.5,8.674264
1306,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,8,10,1441.8516,-404.3496,2441.6016,-404.3496,592.7358,-177.76628,70.0,70.0,7.78016,6.2551684,3615.8516,12.44757,829.8301,-177.76628,62.5,7.78016,3308.919,11.441342,62.5,787.71387,-209.88347,6.2551684,120.4,6.6867843
1307,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,8,9,1441.8516,-404.3496,2441.6016,-404.3496,584.6087,-177.76628,66.66667,66.66667,6.577275,5.2882953,2974.3535,10.460372,701.53046,-177.76628,62.5,6.577273,2700.126,9.555151,62.5,665.95526,-209.88347,5.288294,119.77778,5.5844173
1308,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,8,8,1331.3008,-181.44922,1331.3008,-181.44922,438.01035,-95.73307,62.5,50.0,7.6255493,5.570884,1902.8525,7.5606804,438.01035,-95.73307,62.5,7.6255493,1681.4248,6.7569175,50.0,512.32007,-91.96387,5.570884,68.25,9.238147
1309,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,8,8,1331.3008,-181.44922,1331.3008,-181.44922,438.01035,-95.73307,62.5,50.0,7.6255493,5.570884,1902.8525,7.5606804,438.01035,-95.73307,62.5,7.6255493,1681.4248,6.7569175,50.0,512.32007,-91.96387,5.570884,68.25,9.238147
1312,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,204,553,1474.3984,-592.39844,3479.5469,-1854.5977,198.88734,-151.45486,57.32369,50.994576,1.7638888,1.2586317,27303.941,93.5769,595.12604,-336.57465,50.490196,1.803198,11193.692,38.230072,43.62745,588.5063,-358.1162,1.2718014,142.1103,1.8249342
1313,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,204,551,1474.3984,-592.39844,3298.793,-1854.5977,197.5343,-150.53893,57.350273,50.998188,1.7644646,1.2565376,27044.191,92.347115,589.04395,-332.9439,50.490196,1.8042324,10999.499,37.200924,43.62745,581.7886,-354.606,1.2697296,142.07079,1.8729281
1314,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,203,549,1474.3984,-592.39844,3298.793,-1854.5977,197.87997,-149.8329,57.377045,51.001823,1.7778262,1.2652264,27271.293,92.60293,588.1833,-333.1159,50.73892,1.8186729,11278.495,37.656612,43.84236,580.9604,-354.62268,1.278984,142.08379,1.9911476
1310,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,9,9,1279.4512,-181.44922,1279.4512,-181.44922,380.3502,-96.86182,55.555557,44.444447,4.908413,3.5082247,1514.3037,5.8302736,380.3502,-96.86182,55.555557,4.908413,1268.0938,4.9273615,44.444447,443.417,-101.114845,3.5082247,69.77778,4.883577
1311,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,4,4,1279.4512,47.30078,1279.4512,0.0,472.0376,NaN,100.0,100.0,NaN,NaN,1888.1504,7.09612,472.0376,NaN,100.0,NaN,1773.668,6.6925716,100.0,443.417,NaN,NaN,106.5,Infinity
1315,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,202,545,1474.3984,-592.39844,3298.793,-1854.5977,196.91406,-147.99335,57.247704,50.825684,1.7816942,1.2643994,26954.738,91.154915,585.1753,-327.3314,50.495052,1.8234696,11080.849,36.609314,43.564354,578.3323,-349.2315,1.2783265,142.19633,1.9338282
1316,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,166,408,833.39844,-473.75,3298.793,-1854.5977,181.47714,-141.00072,61.764706,54.901962,2.0791056,1.4336965,23736.127,76.05996,503.53424,-283.9731,54.21687,2.0998137,11739.492,35.221928,46.98795,491.55182,-302.29034,1.4413085,142.38481,2.173977
1317,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,134,340,1474.3984,-578.4492,3479.5469,-1248.0977,207.57733,-142.60303,57.941174,52.058823,2.005309,1.4234937,20500.502,69.799545,564.70184,-311.00525,52.985073,2.0462997,10552.266,35.7648,47.761192,538.38275,-341.489,1.4414392,145.12354,3.507528
1318,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,133,338,1474.3984,-578.4492,3298.793,-1248.0977,205.44023,-141.1432,57.988167,52.071007,2.0090618,1.4215707,20223.951,68.52499,555.8786,-310.37793,53.383457,2.0509531,10341.26,34.690876,48.1203,529.041,-340.83136,1.4397287,145.07988,3.5749495
1319,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,141,266,833.39844,-454.5,2482.8438,-953.6992,195.3829,-145.83235,63.909775,58.646618,2.3725226,1.6535159,19215.188,62.581245,389.53107,-248.12422,60.28369,2.3828893,11220.614,35.949844,52.48227,381.14777,-253.49731,1.6606456,141.81955,4.3993125
